pharmacy_name,city,phone,website,email
PRO-HEALTH PHARMACY #2,Chilliwack,(604) 845-8084,https://pro-health.ca/,pharmacist@pro-health.ca
PRO-HEALTH PHARMACY #3,Saanichton,(250) 544-5222,https://pro-health.ca/,marigold@pro-health.ca
PROSPER PHARMACY 24,Surrey,(604) 543-6677,https://prosperpharmacy.ca/,prosper@pharmacy24.ca
PULSE PHARMACY,Surrey,(236) 477-4362,https://pulsemedpharmacy.ca/,pulsepharmacy64@gmail.com
PURE INTEGRATIVE PHARMACY # 1,Surrey,(604) 542-7780,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY # 4,Vancouver,(604) 733-7211,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY # 5,Vancouver,(604) 568-8844,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY # 9,Vancouver,(604) 681-8190,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #10,Vancouver,(604) 732-3010,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #17,West Vancouver,(604) 281-3393,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #18,Vancouver,(604) 731-8535,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #19,North Vancouver,(604) 770-3501,https://purepharmacy.com/,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #20,Richmond,(604) 565-7873,https://purepharmacy.com,pure20@purepharmacy.com
PURE INTEGRATIVE PHARMACY #21,New Westminster,(604) 553-7145,https://purepharmacy.com,pure21@purepharmacy.com
PURE INTEGRATIVE PHARMACY #23,Vancouver,(604) 559-9200,https://purepharmacy.com,pure23@purepharmacy.com
PURE INTEGRATIVE PHARMACY #24,Vancouver,(604) 563-4888,https://purepharmacy.com,pure24@purepharmacy.com
PURE INTEGRATIVE PHARMACY #25,Fort Langley,(604) 371-1828,https://purepharmacy.com,pure25@purepharmacy.com
PURE INTEGRATIVE PHARMACY #26,Courtenay,(250) 871-7900,https://purepharmacy.com,pure26@purepharmacy.com
PURE INTEGRATIVE PHARMACY #27,West Vancouver,(604) 281-3784,https://purepharmacy.com,pure27@purepharmacy.com
PURE INTEGRATIVE PHARMACY #29,North Vancouver,(604) 770-3390,https://purepharmacy.com,pure29@purepharmacy.com
PURE INTEGRATIVE PHARMACY #31,Victoria,(778) 405-0860,https://purepharmacy.com,pure31@purepharmacy.com
PURE INTEGRATIVE PHARMACY #33,Delta,(778) 729-7873,https://purepharmacy.com,pure33@purepharmacy.com
PURE INTEGRATIVE PHARMACY #34,Vancouver,(604) 879-1885,https://purepharmacy.com,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #35,Vancouver,(604) 874-4248,https://purepharmacy.com,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #36,Victoria,(778) 247-7873,https://purepharmacy.com,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #39,Squamish,(604) 892-0226,https://purepharmacy.com,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #40,Parksville,(250) 947-8001,https://purepharmacy.com,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #42,Vancouver,(778) 730-7873,https://purepharmacy.com,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #43,North Vancouver,(604) 770-3554,https://purepharmacy.com,contact@purepharmacy.com
PURE INTEGRATIVE PHARMACY #72,Kamloops,(250) 851-3131,https://purepharmacy.com,contact@purepharmacy.com
QUADRA VILLAGE DRUG MART,Victoria,(250) 383-1188,https://quadravillagepharmacy.com,PharmacyatQVDM@gmail.com
QUALITY CARE DRUGSTORE,Port Alberni,(250) 724-1353,https://qualitycaredrugstore.ca/,info@qualitycaredrugstore.ca
QUEENSBOROUGH COMMUNITY PHARMACY,New Westminster,(778) 397-1132,https://qbcpharmacy.com/,info@qbcpharmacy.com
R.E.A.C.H. CENTRE PHARMACY,Vancouver,(604) 216-3136,https://www.reachcentre.bc.ca/pharmacy,info@reachcentre.bc.ca
ROBIN'S PHARMACY,Vancouver,(604) 876-3784,https://robinspharmacyltd.ca,robinspharmacy2024@gmail.com
RUTLAND MEDICAL PHARMACY,Kelowna,(778) 753-7070,https://www.rutlandmedicalpharmacy.com/,rutlandmedicalpharmacy@gmail.com
RX OUTREACH PHARMACY,Delta,(604) 515-4088,https://www.rxoutreachpharmacys.com/,pharmacistrxop@gmail.com
SAGE PHARMACY,New Westminster,(604) 901-0987,https://www.sagehealthcare.ca/,homecare@sagehealthcare.ca
SALT SPRING PHARMACY,Salt Spring Island,(250) 931-7774,https://www.saltspringpharmacy.com/,ssirx@live.com
SECHELT PHARMACY,Sechelt,(604) 740-8111,https://www.secheltpharmacy.com/,hello@secheltpharmacy.com
SHAUGHNESSY PHARMACY,Vancouver,(604) 423-4246,https://www.shaughnessypharmacy.com/,ShaughnessyPharmacy@gmail.com
SIDNEY PHARMACY II,Sidney,(250) 656-0744,https://sidneypharmacy.ca/,sidrx@telus.net
SIMILKAMEEN PHARMACY,Keremeos,(250) 499-5086,https://similkameenpharmacy.ca/,similkameen@teampractice.ca
SIMPLES DRUGS,Richmond,(604) 370-9228,https://www.simplesdrugs.com/,pharm@simplesdrugs.com
SIMPLES DRUGS #2,Richmond,(604) 285-0099,https://www.simplesdrugs.com/,pharm@simplesdrugs.com
